Heater,5,6,7,8,9,10
window,293.15,293.15,293.15,293.15,293.15,293.15
IRF,188.287214469153,188.287214943681,188.287214907986,188.287214719015,188.287214797963,188.287214474192
XPS,82.8485752504739,82.8485752502079,82.8485941659456,82.848540925913,82.8485699410218,82.848558139668
feedhorn_sky,6.67643335197453,6.67822378257596,6.68016478034047,6.68226394021843,6.68451135375607,6.68688892625704
feedhorn_load,6.59575771736501,6.60255670195863,6.60992602828389,6.61787726385773,6.62639805468694,6.63539956051931
OMT_sky,6.66396841744284,6.66576259527687,6.66770355722241,6.66980339689689,6.67205690073609,6.67443774052986
OMT_load,6.58845707551211,6.59488016958454,6.6018424580115,6.6093675627963,6.61742274742999,6.62593096667569
Load_peaks,5.00129973756236,6.00045523294585,6.99982100865264,7.99931361839139,8.99888863235776,9.99852523634541
Hybrid_X,9.03298016907194,9.03413175257236,9.0353774961772,9.03672538854971,9.03816605996058,9.03969271562431
Hybrid_Y,9.03298016907194,9.03413175257236,9.0353774961772,9.03672538854971,9.03816605996058,9.03969271562431
LNA1,5.10421125292775,5.1047177582979,5.10526667982335,5.1058609232306,5.1064971134066,5.10716997534035
LNA2,5.10421125292775,5.1047177582979,5.10526667982335,5.1058609232306,5.1064971134066,5.10716997534035
LNA3,5.10421125292775,5.1047177582979,5.10526667982335,5.1058609232306,5.1064971134066,5.10716997534035
LNA4,5.10421125292775,5.1047177582979,5.10526667982335,5.1058609232306,5.1064971134066,5.10716997534035
